id,user_id,type,data,created_at,updated_at
6b745f15-61a6-440f-b984-4e5e78914e04,4e490d35-0731-44ae-9084-cddac927c22d,booking,"{""content_title"": ""B2B Matchmaking"", ""time"": ""17:18""}",2026-03-22 17:18:00+00,2026-03-22 17:18:00+00
ac1641fe-32b6-43fb-a566-dae0d079b1a5,9ee87649-9f68-4fcf-972f-cfa20f0d83d2,booking,"{""content_title"": ""Design Thinking Workshop"", ""time"": ""11:20""}",2026-04-07 11:20:00+00,2026-04-07 11:20:00+00
9f383f5e-6233-45c6-b6d6-5722f519f2fd,f2df112c-a597-43e7-9419-ad49a3fd8cf1,booking,"{""content_title"": ""AI in Digital Art"", ""time"": ""14:08""}",2026-04-10 14:08:00+00,2026-04-10 14:08:00+00
10908bdf-505c-481d-8c31-9b49ef92d4a9,c750922a-1f48-4b60-a864-7bae5aa25187,booking,"{""content_title"": ""AR Anatomy Stand"", ""time"": ""18:20""}",2026-04-01 18:20:00+00,2026-04-01 18:20:00+00
c9ad5e25-fa6a-43f8-b09f-21fd9fc2fb25,426e86e3-146c-45e8-8664-3901feaa316c,booking,"{""content_title"": ""Startup Pitches"", ""time"": ""13:39""}",2026-04-08 13:39:00+00,2026-04-08 13:39:00+00
e1951dec-06cc-4254-aaf1-f54da66a6e2b,345fb33f-58ba-4f95-b1aa-0631bec10a61,booking,"{""content_title"": ""Robotics Live"", ""time"": ""15:13""}",2026-03-26 15:13:00+00,2026-03-26 15:13:00+00
e63125de-bbf7-41a2-938f-78b4d8448caf,d8d9573e-2946-4b7c-a428-10382a7bb2ad,booking,"{""content_title"": ""Mars Colony VR"", ""time"": ""17:00""}",2026-03-23 17:00:00+00,2026-03-23 17:00:00+00
4330102c-8308-42d0-a838-d6e15517bcaf,919df609-e2da-4432-9b33-33e7e83e6ac9,booking,"{""content_title"": ""Interactive History"", ""time"": ""08:44""}",2026-03-17 08:44:00+00,2026-03-17 08:44:00+00
c673b2ab-cab6-45c0-9846-4ddd67d50681,38a8e9c2-2364-46d7-bc67-d36cb0ab13fb,booking,"{""content_title"": ""Web3 Showcase"", ""time"": ""11:51""}",2026-04-01 11:51:00+00,2026-04-01 11:51:00+00
62cf41d1-8f06-4eff-a847-586f6d09e6f3,e29faec1-a74f-47b0-9742-4a65302b2ae4,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""08:52""}",2026-04-11 08:52:00+00,2026-04-11 08:52:00+00
6a26f400-17e8-444a-8a0c-d534ea3c5f46,fce0d00d-c664-470c-811d-38ca48ef6b44,booking,"{""content_title"": ""A Long Goodbye Panel"", ""time"": ""11:15""}",2026-03-25 11:15:00+00,2026-03-25 11:15:00+00
97725952-8e77-482f-a9da-47eb6f7e8892,62239915-ec25-47b9-b4d5-c2af7e41072c,cancellation,"{""content_title"": ""Quantum Computing Intro"", ""time"": ""19:30""}",2026-04-06 19:30:00+00,2026-04-06 19:30:00+00
b64bb401-4d3f-48cd-81db-4a7f5f3791b1,cbed2d9b-e3ce-420e-88cd-65d78ca34c39,no_show_warning_1,"{""content_title"": ""Future City Layers"", ""time"": ""14:25""}",2026-03-27 14:25:00+00,2026-03-27 14:25:00+00
e4059fee-128c-45e6-96dd-057842e534d7,9803becc-e1fd-4cc3-ac4c-b4cdd8aeb526,booking,"{""content_title"": ""Indulto Creative Talk"", ""time"": ""11:13""}",2026-03-29 11:13:00+00,2026-03-29 11:13:00+00
94da20dd-6b20-4875-9594-e83823485dda,529ec8d1-045c-4a4b-9c06-351a52ae5d9c,booking,"{""content_title"": ""Mars Colony VR"", ""time"": ""12:56""}",2026-03-26 12:56:00+00,2026-03-26 12:56:00+00
ac18e884-afac-4a21-81f1-4ebfca2d4766,9a773e20-523f-426d-b32b-2f5f8aaa75c9,booking,"{""content_title"": ""Deep Ocean Dive"", ""time"": ""18:55""}",2026-03-25 18:55:00+00,2026-03-25 18:55:00+00
c3cfb52d-0547-4648-966a-3c7fadfc89e0,ace7bf9f-7d97-4317-a3ce-3c8482f9bc97,booking,"{""content_title"": ""Tech Founders Meetup"", ""time"": ""19:54""}",2026-03-29 19:54:00+00,2026-03-29 19:54:00+00
f0dfad0a-2d25-4633-99a1-ded39f3691bc,2b0712dd-7b8a-48ba-a639-ae2121f9c101,no_show_warning_1,"{""content_title"": ""Crafting Crimes AR"", ""time"": ""14:27""}",2026-04-08 14:27:00+00,2026-04-08 14:27:00+00
6d98c9f2-cd09-4497-bab3-ff1bab173543,89963218-7750-4ee8-acf5-18336e8104c7,booking,"{""content_title"": ""Future City Layers"", ""time"": ""15:09""}",2026-04-04 15:09:00+00,2026-04-04 15:09:00+00
6ecd20e3-5e10-45f8-a642-c24bb10d5e21,0ebc598a-283e-4e85-87ef-c8c59f4dae96,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""16:24""}",2026-04-10 16:24:00+00,2026-04-10 16:24:00+00
41c9d82e-81d6-439d-8281-23f5f45330ab,321f965b-b021-4cec-a181-47aee23d4897,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""20:03""}",2026-03-17 20:03:00+00,2026-03-17 20:03:00+00
cf62d624-883b-4265-989c-7f3f5e0b50dd,33ffa9b2-1672-4142-aa4b-4467f4a84b2f,booking,"{""content_title"": ""NextGen Hardware"", ""time"": ""14:44""}",2026-04-02 14:44:00+00,2026-04-02 14:44:00+00
2a37a6fa-a1b1-4803-bab1-3a349eacf794,2c1a3d2d-7aaa-44f8-af4b-0eb88a2ff28b,no_show_warning_1,"{""content_title"": ""Design Thinking Workshop"", ""time"": ""20:54""}",2026-04-03 20:54:00+00,2026-04-03 20:54:00+00
160ea90c-925e-40df-a32e-78c1ec8b9f4b,179b67ee-3487-490f-8152-b90c0bdbecc3,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""12:18""}",2026-04-07 12:18:00+00,2026-04-07 12:18:00+00
ea67cc69-0ce0-4c3c-b274-449fcfc08de9,45c35909-f594-4e16-8400-71a946064e5a,cancellation,"{""content_title"": ""Interactive History"", ""time"": ""20:32""}",2026-04-09 20:32:00+00,2026-04-09 20:32:00+00
801376c6-a362-4eaf-8953-94f7906ede7a,b29ad5d4-0aa1-4aad-b721-603b0889c479,booking,"{""content_title"": ""Dark Rooms VR"", ""time"": ""16:49""}",2026-03-27 16:49:00+00,2026-03-27 16:49:00+00
7974daef-3149-4dfb-9c6e-a22ad3ea0d33,4a8c2388-e5fc-48ff-a675-25324736a4be,no_show_warning_1,"{""content_title"": ""Web3 Showcase"", ""time"": ""15:23""}",2026-03-17 15:23:00+00,2026-03-17 15:23:00+00
6d821d86-1855-4cc5-a22f-a27f17b56acd,cc683572-8de7-4e28-bca0-0e6ca0a2770e,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""08:14""}",2026-04-02 08:14:00+00,2026-04-02 08:14:00+00
45d8ac3b-fa88-47fd-9ec7-d5bd8165059a,c31b13ed-ac4c-4bb2-8fa5-3907b47310a8,booking,"{""content_title"": ""Quantum Computing Intro"", ""time"": ""20:29""}",2026-04-04 20:29:00+00,2026-04-04 20:29:00+00
4e6ca83b-f25c-453d-aa04-622a4eea4c33,213cf34b-1792-4a91-89a9-a380f66d1a06,booking,"{""content_title"": ""Tech Founders Meetup"", ""time"": ""11:55""}",2026-04-10 11:55:00+00,2026-04-10 11:55:00+00
82360f6f-b994-4457-8665-b769410c668a,0bdb6e3e-4bf0-4595-b9bb-f769266a06ab,booking,"{""content_title"": ""Blender Modeling"", ""time"": ""16:56""}",2026-04-09 16:56:00+00,2026-04-09 16:56:00+00
a94781df-ff52-4b81-91bf-dbf829dcbee2,e9b2efe5-fc39-4c68-b7e9-92024c2064a2,booking,"{""content_title"": ""VC Speed Dating"", ""time"": ""18:45""}",2026-04-05 18:45:00+00,2026-04-05 18:45:00+00
f55fa3b1-411d-4027-8775-f87846ac517a,b3f4cd8d-2550-444e-8b59-a81c905c208a,cancellation,"{""content_title"": ""Interactive History"", ""time"": ""19:51""}",2026-03-13 19:51:00+00,2026-03-13 19:51:00+00
9e6fcdd6-33cc-4ba6-a4c8-2b972b8a2de8,76173376-35ea-4844-a3c0-899f65c32fef,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""13:17""}",2026-04-06 13:17:00+00,2026-04-06 13:17:00+00
ed545cf7-6b4e-416d-bb20-cba04b947a8b,ddbee405-3f8c-4ae6-b3cb-d569dbf39227,no_show_warning_1,"{""content_title"": ""Deep Ocean Dive"", ""time"": ""19:21""}",2026-04-08 19:21:00+00,2026-04-08 19:21:00+00
b3cc921f-9778-44b1-aad6-bf7c07b9abb0,df859b90-eecf-43eb-a8ac-574fbb51f4eb,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""09:33""}",2026-03-24 09:33:00+00,2026-03-24 09:33:00+00
4b509084-a8a2-486c-abdc-bd8908c34106,0674ef1b-dba5-4d38-82a8-f24747c3548e,booking,"{""content_title"": ""Robotics Live"", ""time"": ""14:37""}",2026-03-31 14:37:00+00,2026-03-31 14:37:00+00
06362872-8533-47a9-b127-f755fa2322f4,fd0075c6-adc4-42ee-a128-fedbf22a6746,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""19:47""}",2026-04-03 19:47:00+00,2026-04-03 19:47:00+00
8ab918bf-ec09-467c-91b0-5191a91b8e7e,ea3b32a3-eec0-47ff-9f69-f1d00a9cfa8c,booking,"{""content_title"": ""Mars Colony VR"", ""time"": ""09:57""}",2026-04-01 09:57:00+00,2026-04-01 09:57:00+00
13e9a1f1-f443-450f-905a-a938e1062984,a174a08e-6562-4e20-a2a3-ea8707604141,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""15:00""}",2026-03-16 15:00:00+00,2026-03-16 15:00:00+00
865bd573-50cc-49d3-8779-657411ead0f2,8f7f5663-db93-4434-b989-a5cc26c76a40,cancellation,"{""content_title"": ""Virtual Palace"", ""time"": ""13:47""}",2026-04-05 13:47:00+00,2026-04-05 13:47:00+00
59e128ea-d4db-48ea-8d66-042c8d79194f,1ffb9f99-4c7d-4b75-ae70-61521f1fb9a7,info,"{""content_title"": ""Future City Layers"", ""time"": ""16:25""}",2026-04-12 16:25:00+00,2026-04-12 16:25:00+00
95e6aae2-ba27-4885-9621-3a349e3c9c21,72961cc2-ae0e-41e4-97f5-ba776f8f0606,booking,"{""content_title"": ""Web3 Showcase"", ""time"": ""11:31""}",2026-03-21 11:31:00+00,2026-03-21 11:31:00+00
2e2eeda5-f94d-476f-805c-630b6aa1753b,6d57b99a-5bc5-46ae-aee4-65e77e712f35,cancellation,"{""content_title"": ""Coding 101"", ""time"": ""10:02""}",2026-03-28 10:02:00+00,2026-03-28 10:02:00+00
d6e58afa-8ce5-4781-a184-f5b67c451cd1,0388b60a-a6e6-4161-a081-3aecda990daa,cancellation,"{""content_title"": ""Deep Ocean Dive"", ""time"": ""19:44""}",2026-03-25 19:44:00+00,2026-03-25 19:44:00+00
23cd981b-9eff-4844-902b-deda8ed7e980,dcba661b-22b8-41a6-9d1c-ad491f079247,booking,"{""content_title"": ""AI in Digital Art"", ""time"": ""20:00""}",2026-03-23 20:00:00+00,2026-03-23 20:00:00+00
deb462f3-8a8c-46bc-af76-f70a25489ac6,1c8a6763-d23e-4719-a453-89a75cdc93e5,booking,"{""content_title"": ""Deep Ocean Dive"", ""time"": ""15:43""}",2026-03-28 15:43:00+00,2026-03-28 15:43:00+00
e752e341-4499-46f5-89fa-ebaad82c4141,8a5b291a-c7c1-443a-94ff-322ebe3b8afc,booking,"{""content_title"": ""Interactive History"", ""time"": ""20:27""}",2026-03-25 20:27:00+00,2026-03-25 20:27:00+00
579fd897-360e-438f-8093-eee698010483,7f63bbb4-f145-40e2-b43c-879452ed44ea,booking,"{""content_title"": ""Crafting Crimes AR"", ""time"": ""19:27""}",2026-03-24 19:27:00+00,2026-03-24 19:27:00+00
9be34e74-7f13-4e49-998e-bf4a87c16994,6e46d3f8-dc5a-4ce8-8a82-49b420cedc94,booking,"{""content_title"": ""Robotics Live"", ""time"": ""13:35""}",2026-04-07 13:35:00+00,2026-04-07 13:35:00+00
71e6f80d-0394-4018-adb1-cefcbd0442cb,7637f86e-0822-4e8d-be2f-6b3e00ec9fbb,booking,"{""content_title"": ""AR Anatomy Stand"", ""time"": ""10:54""}",2026-04-05 10:54:00+00,2026-04-05 10:54:00+00
0a2fcbbd-668b-4e05-8109-858462e47a93,132174fa-c732-4ddb-a60d-58ed420bc6c8,booking,"{""content_title"": ""Interactive History"", ""time"": ""09:11""}",2026-03-20 09:11:00+00,2026-03-20 09:11:00+00
dcdb47c2-16e3-470b-801c-f7be1fcccf91,3b47b00e-81a0-4b6a-bfdf-5382247b23a8,booking,"{""content_title"": ""Virtual Palace"", ""time"": ""20:36""}",2026-04-11 20:36:00+00,2026-04-11 20:36:00+00
e0cf262d-baf3-45ed-b6ec-82ac0ed5b685,ea46f340-5ae0-4629-a669-5ac3c2b3eef6,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""20:03""}",2026-03-27 20:03:00+00,2026-03-27 20:03:00+00
7ce9bb41-d5eb-4125-b8ec-af4672f6f132,c750922a-1f48-4b60-a864-7bae5aa25187,booking,"{""content_title"": ""Dark Rooms VR"", ""time"": ""09:22""}",2026-03-31 09:22:00+00,2026-03-31 09:22:00+00
2ca7e5ed-e227-4615-806e-8d1b9ece4c52,fd0075c6-adc4-42ee-a128-fedbf22a6746,booking,"{""content_title"": ""Virtual Palace"", ""time"": ""08:43""}",2026-03-15 08:43:00+00,2026-03-15 08:43:00+00
cc6741b3-2e9e-4b5f-972e-00a2aeffbedc,2b0712dd-7b8a-48ba-a639-ae2121f9c101,booking,"{""content_title"": ""Future City Layers"", ""time"": ""20:27""}",2026-04-03 20:27:00+00,2026-04-03 20:27:00+00
5bbd1a2f-c576-45e6-ae13-99e2c3a70b22,dfa8bee4-08f0-44f2-87e2-9cd9a473fb97,no_show_warning_1,"{""content_title"": ""A Long Goodbye Panel"", ""time"": ""10:36""}",2026-03-26 10:36:00+00,2026-03-26 10:36:00+00
5bbd4c70-5fa6-4601-935b-d08e4293cb5d,43d41247-2aee-4c74-ac3b-37be7b3404f6,booking,"{""content_title"": ""Unity Basics"", ""time"": ""17:12""}",2026-04-10 17:12:00+00,2026-04-10 17:12:00+00
cf64c73a-b906-4cc6-9ec1-8ad592046daa,ee0788b9-3f4e-4a87-ba02-c0602c726a29,booking,"{""content_title"": ""A Long Goodbye Panel"", ""time"": ""13:33""}",2026-03-17 13:33:00+00,2026-03-17 13:33:00+00
6b20ce22-a122-4819-a7f8-d0f3545f3885,cc0dd2b7-4f5e-4902-acea-8ae1900de0ea,booking,"{""content_title"": ""Robotics Live"", ""time"": ""09:21""}",2026-03-30 09:21:00+00,2026-03-30 09:21:00+00
96010a45-1211-46b4-afb4-e05ee1c0fcd7,c0b313d8-2e1b-463e-b226-8785aa2f70a3,info,"{""content_title"": ""AI in Digital Art"", ""time"": ""10:06""}",2026-03-26 10:06:00+00,2026-03-26 10:06:00+00
25d03dad-fe5a-418f-904b-c63a712753d9,3cd48b44-61a8-438c-8dad-fd7118c118ba,booking,"{""content_title"": ""Future City Layers"", ""time"": ""16:26""}",2026-04-09 16:26:00+00,2026-04-09 16:26:00+00
4bfe3561-9edd-441c-9060-c3f6915aacf3,b24da865-72df-4e3c-af0c-db91cd6443c1,booking,"{""content_title"": ""Interactive History"", ""time"": ""14:33""}",2026-03-26 14:33:00+00,2026-03-26 14:33:00+00
99c46798-337e-46ad-913d-6d3f250b2a2d,cb75249f-ece6-48f8-b0e7-0f9460fe11ed,booking,"{""content_title"": ""AI in Digital Art"", ""time"": ""20:28""}",2026-04-08 20:28:00+00,2026-04-08 20:28:00+00
af73cb9b-1923-4a07-adf9-705f2f335fb5,213cf34b-1792-4a91-89a9-a380f66d1a06,booking,"{""content_title"": ""Quantum Computing Intro"", ""time"": ""12:47""}",2026-03-25 12:47:00+00,2026-03-25 12:47:00+00
53e7f2b0-3216-4e0c-88ee-63e4d0fce67a,c7fd26c2-15a2-4b30-9a50-363efcec68a9,booking,"{""content_title"": ""Mars Colony VR"", ""time"": ""12:50""}",2026-03-14 12:50:00+00,2026-03-14 12:50:00+00
95b438ce-c075-46bc-8201-cbdda1675192,e103d626-3bb6-43d2-8ce2-ae975d1c11e2,no_show_warning_1,"{""content_title"": ""Startup Pitches"", ""time"": ""09:52""}",2026-04-09 09:52:00+00,2026-04-09 09:52:00+00
2c48d79a-8500-4da0-a3e0-fce98ea21b33,c0d8a412-d081-4240-9b6e-5dd37819255d,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""14:37""}",2026-03-15 14:37:00+00,2026-03-15 14:37:00+00
322fcb7b-0500-4b6d-9f99-500496640071,b9228f3a-0e72-48c5-95c1-a5377bcddb11,booking,"{""content_title"": ""AR Anatomy Stand"", ""time"": ""11:03""}",2026-04-07 11:03:00+00,2026-04-07 11:03:00+00
74c62e2b-e5fb-4a92-9de9-71ae18fc40a3,27540865-aaa0-4c49-860d-fc262dec2b2e,no_show_warning_1,"{""content_title"": ""Dark Rooms VR"", ""time"": ""13:53""}",2026-03-16 13:53:00+00,2026-03-16 13:53:00+00
8b712a7a-46de-4b65-b2ca-fd97d141d8df,3dc8a799-a463-4e77-a4c6-0824cc23588c,booking,"{""content_title"": ""Deep Ocean Dive"", ""time"": ""19:42""}",2026-03-27 19:42:00+00,2026-03-27 19:42:00+00
63415531-ea1e-41cc-a6d3-7f98e62214fa,67c87fc9-9291-4e72-b262-5a7e48896dc7,no_show_warning_1,"{""content_title"": ""The Clouds Are Up"", ""time"": ""09:33""}",2026-03-17 09:33:00+00,2026-03-17 09:33:00+00
ca10854a-32b6-476b-8824-f9989d0b723c,b24da865-72df-4e3c-af0c-db91cd6443c1,booking,"{""content_title"": ""Mars Colony VR"", ""time"": ""08:36""}",2026-03-21 08:36:00+00,2026-03-21 08:36:00+00
76147433-f776-4e6f-8366-34f9e5d2980b,3f4f15d7-9d62-47f8-8ad0-d613c7310009,booking,"{""content_title"": ""Robotics Live"", ""time"": ""20:19""}",2026-04-08 20:19:00+00,2026-04-08 20:19:00+00
98e4c177-6ce3-412f-9f4f-6f09adbd6987,de6a5aaf-d001-430a-a43d-0389c9291aff,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""11:55""}",2026-03-25 11:55:00+00,2026-03-25 11:55:00+00
cac60151-7ed4-4df8-9b9f-d0508087f216,0388b60a-a6e6-4161-a081-3aecda990daa,booking,"{""content_title"": ""AI in Digital Art"", ""time"": ""11:56""}",2026-04-10 11:56:00+00,2026-04-10 11:56:00+00
1c3fbec1-56c6-4ffc-b8d0-be5d8e2af384,cf3a66c1-5d0a-44a3-8594-be2d8c2a1f96,booking,"{""content_title"": ""VC Speed Dating"", ""time"": ""09:52""}",2026-03-17 09:52:00+00,2026-03-17 09:52:00+00
31ddd3b5-9167-457f-869e-9fae36a7a06c,8f7f5663-db93-4434-b989-a5cc26c76a40,booking,"{""content_title"": ""Interactive History"", ""time"": ""17:10""}",2026-04-12 17:10:00+00,2026-04-12 17:10:00+00
a4733430-46de-42fa-b189-eab37e6f87b3,c91331ed-1e32-4944-9f26-447f7ff12eae,no_show_warning_1,"{""content_title"": ""The Clouds Are Up"", ""time"": ""14:05""}",2026-04-01 14:05:00+00,2026-04-01 14:05:00+00
e1971c8b-c307-4e53-89b2-c483a1f0a6a5,df859b90-eecf-43eb-a8ac-574fbb51f4eb,cancellation,"{""content_title"": ""Startup Pitches"", ""time"": ""09:14""}",2026-04-06 09:14:00+00,2026-04-06 09:14:00+00
9f4a4663-2a67-4f72-9110-51cdf16a253e,0c6da38a-5120-4e36-922f-8267fd2e8bd5,booking,"{""content_title"": ""Startup Pitches"", ""time"": ""10:53""}",2026-04-08 10:53:00+00,2026-04-08 10:53:00+00
12e1510d-9b6a-4bb5-8378-b09108e6662b,a174a08e-6562-4e20-a2a3-ea8707604141,cancellation,"{""content_title"": ""AR Anatomy Stand"", ""time"": ""09:09""}",2026-03-24 09:09:00+00,2026-03-24 09:09:00+00
4d731aa6-636e-4ea8-ad03-06b4dceca901,96012577-2346-420b-ba9b-c193fa5b98bb,no_show_warning_1,"{""content_title"": ""Crafting Crimes AR"", ""time"": ""11:13""}",2026-04-03 11:13:00+00,2026-04-03 11:13:00+00
6bfebe6a-6d92-4c9e-ac21-88ce4088d269,3b51a7d6-d2c0-4bdd-b46c-cc2455f41839,booking,"{""content_title"": ""Deep Ocean Dive"", ""time"": ""11:13""}",2026-03-17 11:13:00+00,2026-03-17 11:13:00+00
b44258fe-ba57-4ace-9ce8-8379e1539cfd,a75ec81d-b74a-4c20-8696-6354ff23b945,booking,"{""content_title"": ""Future City Layers"", ""time"": ""17:17""}",2026-04-03 17:17:00+00,2026-04-03 17:17:00+00
d7dd1fce-2ff1-490f-8167-9aa47f26d80a,bf19869e-c46b-4466-9d57-992ff6a05328,no_show_warning_1,"{""content_title"": ""Dark Rooms VR"", ""time"": ""09:23""}",2026-04-09 09:23:00+00,2026-04-09 09:23:00+00
d0480a03-bd2a-4e60-9174-9bb07e135ee8,dca4776f-6566-46dd-bbf9-81a15e7a9a0d,booking,"{""content_title"": ""A Long Goodbye Panel"", ""time"": ""19:12""}",2026-03-20 19:12:00+00,2026-03-20 19:12:00+00
2edee3d3-e141-493b-b24c-332a33bd272a,c7fd26c2-15a2-4b30-9a50-363efcec68a9,booking,"{""content_title"": ""Virtual Palace"", ""time"": ""18:23""}",2026-03-26 18:23:00+00,2026-03-26 18:23:00+00
ab34e7d9-e926-4208-9705-a884049b9f85,a72f3ff0-1fa2-4fab-9110-85178534ba14,no_show_warning_1,"{""content_title"": ""Dark Rooms VR"", ""time"": ""18:33""}",2026-03-22 18:33:00+00,2026-03-22 18:33:00+00
5a7a19d1-542f-4481-9840-24bf01215da1,1113c9a5-22d4-4207-9490-6f0f138b3c8f,no_show_warning_1,"{""content_title"": ""Crafting Crimes AR"", ""time"": ""15:49""}",2026-03-29 15:49:00+00,2026-03-29 15:49:00+00
b393f93d-40af-49db-928c-5ead71390644,e1ae4ee5-228d-49b6-9288-d7007c0d78ff,booking,"{""content_title"": ""Startup Pitches"", ""time"": ""12:50""}",2026-03-16 12:50:00+00,2026-03-16 12:50:00+00
63496b4c-616b-41f8-aceb-2a0d876f6615,3b51a7d6-d2c0-4bdd-b46c-cc2455f41839,booking,"{""content_title"": ""Crafting Crimes AR"", ""time"": ""13:18""}",2026-04-02 13:18:00+00,2026-04-02 13:18:00+00
a622344a-a64f-4f67-8a5c-3dae20264301,b97c16a3-420c-490a-b1f8-e6c2fa297918,booking,"{""content_title"": ""VC Speed Dating"", ""time"": ""19:25""}",2026-04-09 19:25:00+00,2026-04-09 19:25:00+00
f3356831-e15c-447f-84ac-b14f357241bb,742f7d7d-139c-4560-be95-891f07f9a8c5,booking,"{""content_title"": ""Interactive History"", ""time"": ""15:14""}",2026-04-12 15:14:00+00,2026-04-12 15:14:00+00
469b6e39-5d6a-4746-b705-c01bdfadb7c0,94c09036-861e-408a-afca-a40355f053a7,booking,"{""content_title"": ""Web3 Showcase"", ""time"": ""16:26""}",2026-04-10 16:26:00+00,2026-04-10 16:26:00+00
5b148dd4-fbd7-44eb-af35-71f6e165df37,b25adb14-07cd-467b-bf70-b2be72e499ef,booking,"{""content_title"": ""Tech Founders Meetup"", ""time"": ""12:55""}",2026-03-24 12:55:00+00,2026-03-24 12:55:00+00
ade0e097-4741-4b54-beec-d3f3d355659d,49a516c4-89e4-46eb-8bfb-6053e3e30b88,booking,"{""content_title"": ""Dark Rooms VR"", ""time"": ""11:30""}",2026-04-05 11:30:00+00,2026-04-05 11:30:00+00
0e892494-d26b-453e-85ef-3c750b29928c,96afb56c-6dfc-43b8-83ed-068e8c0ba925,booking,"{""content_title"": ""Deep Ocean Dive"", ""time"": ""12:32""}",2026-03-25 12:32:00+00,2026-03-25 12:32:00+00
2a116c21-598c-423f-8a22-2958e1518c5a,5457b5c4-1f54-4705-a0b5-8b3498339443,booking,"{""content_title"": ""Crafting Crimes AR"", ""time"": ""09:14""}",2026-03-13 09:14:00+00,2026-03-13 09:14:00+00
1cc6e759-24aa-495d-b0e9-f16a6b169f64,0f4147f4-f5e8-4dbe-8a91-4836df8b1139,booking,"{""content_title"": ""Design Thinking Workshop"", ""time"": ""14:02""}",2026-03-14 14:02:00+00,2026-03-14 14:02:00+00
d0b94953-4b38-4c1b-bc1c-49d2dcd3d9d4,7ed4196c-c558-4ece-b593-1b1b8eabd43b,no_show_warning_1,"{""content_title"": ""Blender Modeling"", ""time"": ""16:36""}",2026-04-09 16:36:00+00,2026-04-09 16:36:00+00
123fb913-a0a9-42d6-b764-ca9ab6cc0fb1,433df672-d264-4e12-9169-a8ecaf040f10,cancellation,"{""content_title"": ""Deep Ocean Dive"", ""time"": ""20:25""}",2026-03-16 20:25:00+00,2026-03-16 20:25:00+00
f86dc5cd-a86b-44d7-aab9-84898d9b8998,d4ff2cfb-4f9f-4efe-9925-fd2207ba2ce1,booking,"{""content_title"": ""Decision Maker Summit"", ""time"": ""14:18""}",2026-03-22 14:18:00+00,2026-03-22 14:18:00+00
3d6e4ff0-56a3-4900-a931-773fed00ec2d,22de5625-a044-4491-9e56-da8cafa79ec0,booking,"{""content_title"": ""Virtual Palace"", ""time"": ""09:27""}",2026-04-01 09:27:00+00,2026-04-01 09:27:00+00
e9639298-af55-4b8a-bf67-04dd238e274e,321f965b-b021-4cec-a181-47aee23d4897,booking,"{""content_title"": ""Indulto Creative Talk"", ""time"": ""19:45""}",2026-03-31 19:45:00+00,2026-03-31 19:45:00+00
e839ee98-326f-4947-97e9-1bec29698bb1,878fadea-23af-4f58-87ed-46a070606bc5,no_show_warning_1,"{""content_title"": ""Dark Rooms VR"", ""time"": ""20:09""}",2026-03-13 20:09:00+00,2026-03-13 20:09:00+00
50e35fad-411e-4087-96f5-08e74d31b07f,c99b536d-0e2e-4f31-9afd-28d06a0cfdb3,booking,"{""content_title"": ""Quantum Computing Intro"", ""time"": ""13:49""}",2026-03-19 13:49:00+00,2026-03-19 13:49:00+00
25add7fa-b45c-44b6-8c2d-719ce8cefaf8,ae2ef6ac-a1ab-4965-8060-c5e1532d364c,booking,"{""content_title"": ""AR Anatomy Stand"", ""time"": ""18:43""}",2026-04-02 18:43:00+00,2026-04-02 18:43:00+00
2745870a-c88c-4423-ab41-89276740359a,a13904cb-9b75-47dd-8b10-ead2631b3ad2,booking,"{""content_title"": ""Decision Maker Summit"", ""time"": ""19:50""}",2026-03-26 19:50:00+00,2026-03-26 19:50:00+00
a023b5f0-f850-40be-9687-d235d806f7e3,df767688-a2f6-4dac-8c8e-40c9311129d7,booking,"{""content_title"": ""Blender Modeling"", ""time"": ""14:09""}",2026-03-21 14:09:00+00,2026-03-21 14:09:00+00
d2398c82-5d81-4d8d-99f8-8f391095bb1d,50e4bea2-4a02-4da1-8dc7-beef66f1e5b5,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""08:16""}",2026-04-10 08:16:00+00,2026-04-10 08:16:00+00
72ec3ac2-52af-4eb4-a74a-8fd11810e01a,bd60d8ae-7cbd-407c-8a7e-439a739785c9,booking,"{""content_title"": ""NextGen Hardware"", ""time"": ""15:00""}",2026-03-13 15:00:00+00,2026-03-13 15:00:00+00
b6e14a94-fc46-4018-a038-f0534900746f,ddbee405-3f8c-4ae6-b3cb-d569dbf39227,booking,"{""content_title"": ""Dark Rooms VR"", ""time"": ""15:23""}",2026-03-26 15:23:00+00,2026-03-26 15:23:00+00
